Code,Year,Fertility Rate
KIR,2007,3.865
KIR,2008,3.899
KIR,2009,3.905
KIR,2010,3.898
KIR,2011,3.878
KIR,2012,3.768
KIR,2013,3.643
KIR,2014,3.521
KIR,2015,3.438
KIR,2016,3.375
KIR,2017,3.339
KIR,2018,3.318
KIR,2019,3.29
KIR,2020,3.254
KIR,2021,3.219
KIR,2022,3.182
KIR,2023,3.147
OWID_KOS,1950,6.953
OWID_KOS,1951,6.946
OWID_KOS,1952,6.941
OWID_KOS,1953,6.91
OWID_KOS,1954,6.833
OWID_KOS,1955,6.741
OWID_KOS,1956,6.631
OWID_KOS,1957,6.517
OWID_KOS,1958,6.404
OWID_KOS,1959,6.374
OWID_KOS,1960,6.359
OWID_KOS,1961,6.314
OWID_KOS,1962,6.244
OWID_KOS,1963,6.176
OWID_KOS,1964,6.112
OWID_KOS,1965,6.035
OWID_KOS,1966,5.947
OWID_KOS,1967,5.877
OWID_KOS,1968,5.812
OWID_KOS,1969,5.731
OWID_KOS,1970,5.624
OWID_KOS,1971,5.556
OWID_KOS,1972,5.488
OWID_KOS,1973,5.418
OWID_KOS,1974,5.373
OWID_KOS,1975,5.283
OWID_KOS,1976,5.185
OWID_KOS,1977,5.012
OWID_KOS,1978,4.831
OWID_KOS,1979,4.697
OWID_KOS,1980,4.658
OWID_KOS,1981,4.501
OWID_KOS,1982,4.493
OWID_KOS,1983,4.462
OWID_KOS,1984,4.406
OWID_KOS,1985,4.197
OWID_KOS,1986,4.115
OWID_KOS,1987,4.098
OWID_KOS,1988,3.967
OWID_KOS,1989,3.672
OWID_KOS,1990,3.666
OWID_KOS,1991,3.373
OWID_KOS,1992,2.765
OWID_KOS,1993,2.65
OWID_KOS,1994,2.524
OWID_KOS,1995,2.524
OWID_KOS,1996,2.536
OWID_KOS,1997,2.312
OWID_KOS,1998,2.35
OWID_KOS,1999,2.634
OWID_KOS,2000,2.698
OWID_KOS,2001,2.765
OWID_KOS,2002,2.791
OWID_KOS,2003,2.67
OWID_KOS,2004,2.65
OWID_KOS,2005,2.623
OWID_KOS,2006,2.494
OWID_KOS,2007,2.393
OWID_KOS,2008,2.359
OWID_KOS,2009,2.317
OWID_KOS,2010,2.223
OWID_KOS,2011,2.038
OWID_KOS,2012,1.969
OWID_KOS,2013,1.953
OWID_KOS,2014,1.87
OWID_KOS,2015,1.763
OWID_KOS,2016,1.641
OWID_KOS,2017,1.618
OWID_KOS,2018,1.581
OWID_KOS,2019,1.575
OWID_KOS,2020,1.567
OWID_KOS,2021,1.561
OWID_KOS,2022,1.555
OWID_KOS,2023,1.545
KWT,1950,7.115
KWT,1951,7.121
KWT,1952,7.127
KWT,1953,7.136
KWT,1954,7.135
KWT,1955,7.14
KWT,1956,7.154
KWT,1957,7.167
KWT,1958,7.188
KWT,1959,7.203
KWT,1960,7.223
KWT,1961,7.248
KWT,1962,7.254
KWT,1963,7.275
KWT,1964,7.286
KWT,1965,7.314
KWT,1966,7.34
KWT,1967,7.326
KWT,1968,7.278
KWT,1969,7.181
KWT,1970,7.025
KWT,1971,6.839
KWT,1972,6.637
KWT,1973,6.43
KWT,1974,6.233
KWT,1975,6.059
KWT,1976,5.896
KWT,1977,5.712
KWT,1978,5.521
KWT,1979,5.333
KWT,1980,5.184
KWT,1981,5.021
KWT,1982,4.848
KWT,1983,4.658
KWT,1984,4.452
KWT,1985,4.218
KWT,1986,4.003
KWT,1987,3.827
KWT,1988,3.702
KWT,1989,3.593
KWT,1990,3.487
KWT,1991,3.398
KWT,1992,3.353
KWT,1993,3.313
KWT,1994,3.272
KWT,1995,3.248
KWT,1996,3.223
KWT,1997,3.135
KWT,1998,3.039
KWT,1999,2.952
KWT,2000,2.887
KWT,2001,2.839
KWT,2002,2.795
KWT,2003,2.771
KWT,2004,2.762
KWT,2005,2.731
KWT,2006,2.589
KWT,2007,2.412
KWT,2008,2.266
KWT,2009,2.155
KWT,2010,2.044
KWT,2011,1.956
KWT,2012,1.99
KWT,2013,1.968
KWT,2014,2.06
KWT,2015,2.03
KWT,2016,2.061
KWT,2017,2.16
KWT,2018,2.118
KWT,2019,2.087
KWT,2020,2.099
KWT,2021,1.82
KWT,2022,1.547
KWT,2023,1.525
KGZ,1950,4.626
KGZ,1951,4.629
KGZ,1952,4.676
KGZ,1953,4.727
KGZ,1954,4.78
KGZ,1955,4.841
KGZ,1956,4.896
KGZ,1957,4.993
KGZ,1958,5.141
KGZ,1959,5.229
KGZ,1960,5.309
KGZ,1961,5.364
KGZ,1962,5.421
KGZ,1963,5.479
KGZ,1964,5.433
KGZ,1965,5.375
KGZ,1966,5.321
KGZ,1967,5.255
KGZ,1968,5.182
KGZ,1969,5.183
KGZ,1970,5.203
KGZ,1971,5.181
KGZ,1972,5.137
KGZ,1973,5.024
KGZ,1974,4.891
KGZ,1975,4.764
KGZ,1976,4.676
KGZ,1977,4.593
KGZ,1978,4.526
KGZ,1979,4.377
KGZ,1980,4.225
KGZ,1981,4.188
KGZ,1982,4.198
KGZ,1983,4.165
KGZ,1984,4.198
KGZ,1985,4.203
KGZ,1986,4.221
KGZ,1987,4.163
KGZ,1988,4.031
KGZ,1989,3.907
KGZ,1990,3.798
KGZ,1991,3.737
KGZ,1992,3.637
KGZ,1993,3.41
KGZ,1994,3.283
KGZ,1995,3.291
KGZ,1996,3.092
KGZ,1997,2.88
KGZ,1998,2.795
KGZ,1999,2.714
KGZ,2000,2.576
KGZ,2001,2.546
KGZ,2002,2.566
KGZ,2003,2.595
KGZ,2004,2.631
KGZ,2005,2.645
KGZ,2006,2.744
KGZ,2007,2.781
KGZ,2008,2.838
KGZ,2009,2.955
KGZ,2010,3.096
KGZ,2011,3.14
KGZ,2012,3.183
KGZ,2013,3.15
KGZ,2014,3.21
KGZ,2015,3.208
KGZ,2016,3.104
KGZ,2017,3.044
KGZ,2018,3.28
KGZ,2019,3.33
KGZ,2020,3.05
KGZ,2021,2.89
KGZ,2022,2.81
KGZ,2023,2.8
LAO,1950,6.248
LAO,1951,6.233
LAO,1952,6.243
LAO,1953,6.254
LAO,1954,6.245
LAO,1955,6.258
LAO,1956,6.27
LAO,1957,6.268
LAO,1958,6.278
LAO,1959,6.289
LAO,1960,6.292
LAO,1961,6.31
LAO,1962,6.313
LAO,1963,6.318
LAO,1964,6.313
LAO,1965,6.316
LAO,1966,6.307
LAO,1967,6.306
LAO,1968,6.298
LAO,1969,6.301
LAO,1970,6.31
LAO,1971,6.295
LAO,1972,6.284
LAO,1973,6.281
LAO,1974,6.289
LAO,1975,6.287
LAO,1976,6.289
LAO,1977,6.293
LAO,1978,6.298
LAO,1979,6.314
LAO,1980,6.332
LAO,1981,6.35
LAO,1982,6.369
LAO,1983,6.376
LAO,1984,6.37
LAO,1985,6.328
LAO,1986,6.255
LAO,1987,6.205
LAO,1988,6.158
LAO,1989,6.102
LAO,1990,6.057
LAO,1991,5.986
LAO,1992,5.9
LAO,1993,5.798
LAO,1994,5.598
LAO,1995,5.355
LAO,1996,5.148
LAO,1997,4.961
LAO,1998,4.792
LAO,1999,4.639
LAO,2000,4.429
LAO,2001,4.29
LAO,2002,4.132
LAO,2003,4.024
LAO,2004,3.898
LAO,2005,3.685
LAO,2006,3.559
LAO,2007,3.438
LAO,2008,3.331
LAO,2009,3.229
LAO,2010,3.137
LAO,2011,3.049
LAO,2012,2.953
LAO,2013,2.872
LAO,2014,2.802
LAO,2015,2.796
LAO,2016,2.744
LAO,2017,2.691
LAO,2018,2.633
LAO,2019,2.589
LAO,2020,2.535
LAO,2021,2.494
LAO,2022,2.455
LAO,2023,2.421
,1950,5.792
,1951,5.795
,1952,5.799
,1953,5.807
,1954,5.818
,1955,5.828
,1956,5.843
,1957,5.853
,1958,5.858
,1959,5.866
,1960,5.866
,1961,5.856
,1962,5.846
,1963,5.821
,1964,5.763
,1965,5.681
,1966,5.58
,1967,5.472
,1968,5.364
,1969,5.267
,1970,5.17
,1971,5.074
,1972,4.97
,1973,4.867
,1974,4.75
,1975,4.644
,1976,4.547
,1977,4.452
,1978,4.353
,1979,4.249
,1980,4.145
,1981,4.05
,1982,3.96
,1983,3.864
,1984,3.765
,1985,3.67
,1986,3.582
,1987,3.483
,1988,3.394
,1989,3.317
,1990,3.242
,1991,3.169
,1992,3.095
,1993,3.038
,1994,2.977
,1995,2.917
,1996,2.85
,1997,2.794
,1998,2.739
,1999,2.674
,2000,2.609
,2001,2.543
,2002,2.482
,2003,2.423
,2004,2.381
,2005,2.342
,2006,2.297
,2007,2.259
,2008,2.232
,2009,2.208
,2010,2.181
,2011,2.164
,2012,2.135
,2013,2.113
,2014,2.096
,2015,2.066
,2016,2.015
,2017,1.991
,2018,1.973
,2019,1.928
,2020,1.869
,2021,1.845
,2022,1.824
,2023,1.807
LVA,1950,2.075
LVA,1951,2.01
LVA,1952,1.942
LVA,1953,1.846
LVA,1954,1.92
LVA,1955,1.881
LVA,1956,1.837
LVA,1957,1.868
LVA,1958,1.917
LVA,1959,1.922
LVA,1960,1.941
LVA,1961,1.964
LVA,1962,1.915
LVA,1963,1.851
LVA,1964,1.813
LVA,1965,1.729
LVA,1966,1.786
LVA,1967,1.819
LVA,1968,1.86
LVA,1969,1.88
LVA,1970,1.964
LVA,1971,2.023
LVA,1972,2.009
LVA,1973,1.946
LVA,1974,1.978
LVA,1975,1.948
LVA,1976,1.912
LVA,1977,1.87
LVA,1978,1.848
LVA,1979,1.85
LVA,1980,1.876
LVA,1981,1.874
LVA,1982,1.953
LVA,1983,2.097
LVA,1984,2.112
LVA,1985,2.061
LVA,1986,2.173
LVA,1987,2.179
LVA,1988,2.14
LVA,1989,2.029
LVA,1990,1.987
LVA,1991,1.844
LVA,1992,1.72
LVA,1993,1.503
LVA,1994,1.384
LVA,1995,1.252
LVA,1996,1.161
LVA,1997,1.117
LVA,1998,1.104
LVA,1999,1.171
LVA,2000,1.244
LVA,2001,1.223
LVA,2002,1.258
LVA,2003,1.322
LVA,2004,1.297
LVA,2005,1.389
LVA,2006,1.464
LVA,2007,1.542
LVA,2008,1.585
LVA,2009,1.472
LVA,2010,1.367
LVA,2011,1.343
LVA,2012,1.444
LVA,2013,1.527
LVA,2014,1.646
LVA,2015,1.706
LVA,2016,1.742
LVA,2017,1.698
LVA,2018,1.612
LVA,2019,1.609
LVA,2020,1.546
LVA,2021,1.572
LVA,2022,1.47
LVA,2023,1.338
,1950,6.42
,1951,6.431
,1952,6.443
,1953,6.458
,1954,6.478
,1955,6.494
,1956,6.512
,1957,6.532
,1958,6.551
,1959,6.581
,1960,6.609
,1961,6.631
,1962,6.651
,1963,6.663
,1964,6.674
,1965,6.683
,1966,6.694
,1967,6.709
,1968,6.716
,1969,6.722
,1970,6.735
,1971,6.739
,1972,6.738
,1973,6.725
,1974,6.713
,1975,6.692
,1976,6.669
,1977,6.645
,1978,6.642
,1979,6.639
,1980,6.624
,1981,6.593
,1982,6.555
,1983,6.499
,1984,6.438
,1985,6.362
,1986,6.269
,1987,6.179
,1988,6.088
,1989,6.019
,1990,5.943
,1991,5.853
,1992,5.767
,1993,5.694
,1994,5.631
,1995,5.56
,1996,5.487
,1997,5.433
,1998,5.364
,1999,5.3
,2000,5.234
,2001,5.164
,2002,5.096
,2003,5.028
,2004,4.965
,2005,4.902
,2006,4.838
,2007,4.771
,2008,4.703
,2009,4.638
,2010,4.563
,2011,4.491
,2012,4.431
,2013,4.378
,2014,4.33
,2015,4.289
,2016,4.251
,2017,4.209
,2018,4.168
,2019,4.125
,2020,4.077
,2021,4.029
,2022,3.984
,2023,3.936
LBN,1950,5.805
LBN,1951,5.805
LBN,1952,5.799
LBN,1953,5.805
LBN,1954,5.806
LBN,1955,5.811
LBN,1956,5.812
LBN,1957,5.809
LBN,1958,5.817
LBN,1959,5.841
LBN,1960,5.877
LBN,1961,5.891
LBN,1962,5.902
LBN,1963,5.905
LBN,1964,5.851
LBN,1965,5.768
LBN,1966,5.677
LBN,1967,5.569
LBN,1968,5.448
LBN,1969,5.316
LBN,1970,5.188
LBN,1971,5.05
LBN,1972,4.912
LBN,1973,4.79
LBN,1974,4.654
LBN,1975,4.521
LBN,1976,4.394
LBN,1977,4.279
LBN,1978,4.176
LBN,1979,4.077
LBN,1980,4.011
LBN,1981,3.953
LBN,1982,3.855
LBN,1983,3.734
LBN,1984,3.658
LBN,1985,3.533
LBN,1986,3.466
LBN,1987,3.42
LBN,1988,3.392
LBN,1989,3.363
LBN,1990,3.268
LBN,1991,3.162
LBN,1992,3.052
LBN,1993,2.937
LBN,1994,2.823
LBN,1995,2.725
LBN,1996,2.698
LBN,1997,2.667
LBN,1998,2.648
LBN,1999,2.631
LBN,2000,2.6
LBN,2001,2.576
LBN,2002,2.523
LBN,2003,2.457
LBN,2004,2.378
LBN,2005,2.291
LBN,2006,2.244
LBN,2007,2.201
LBN,2008,2.172
LBN,2009,2.191
LBN,2010,2.256
LBN,2011,2.32
LBN,2012,2.345
LBN,2013,2.361
LBN,2014,2.375
LBN,2015,2.382
LBN,2016,2.39
LBN,2017,2.372
LBN,2018,2.347
LBN,2019,2.327
LBN,2020,2.308
LBN,2021,2.283
LBN,2022,2.263
LBN,2023,2.239
LSO,1950,5.701
LSO,1951,5.721
LSO,1952,5.733
LSO,1953,5.745
LSO,1954,5.785
LSO,1955,5.786
LSO,1956,5.791
LSO,1957,5.791
LSO,1958,5.791
LSO,1959,5.787
LSO,1960,5.784
LSO,1961,5.785
LSO,1962,5.787
LSO,1963,5.776
LSO,1964,5.765
LSO,1965,5.772
LSO,1966,5.756
LSO,1967,5.745
LSO,1968,5.725
LSO,1969,5.704
LSO,1970,5.698
LSO,1971,5.696
LSO,1972,5.694
LSO,1973,5.688
LSO,1974,5.753
LSO,1975,5.825
LSO,1976,5.871
LSO,1977,5.848
LSO,1978,5.823
LSO,1979,5.789
LSO,1980,5.746
LSO,1981,5.694
LSO,1982,5.632
LSO,1983,5.56
LSO,1984,5.478
LSO,1985,5.401
LSO,1986,5.317
LSO,1987,5.222
LSO,1988,5.104
LSO,1989,4.964
LSO,1990,4.813
LSO,1991,4.681
LSO,1992,4.541
LSO,1993,4.365
LSO,1994,4.21
LSO,1995,4.125
LSO,1996,4.058
LSO,1997,3.982
LSO,1998,3.815
LSO,1999,3.67
LSO,2000,3.605
LSO,2001,3.63
LSO,2002,3.682
LSO,2003,3.619
LSO,2004,3.508
LSO,2005,3.428
LSO,2006,3.414
LSO,2007,3.442
LSO,2008,3.392
LSO,2009,3.309
LSO,2010,3.25
LSO,2011,3.343
LSO,2012,3.296
LSO,2013,3.283
LSO,2014,3.239
LSO,2015,3.217
LSO,2016,3.18
LSO,2017,3.105
LSO,2018,3.016
LSO,2019,2.924
LSO,2020,2.846
LSO,2021,2.769
LSO,2022,2.716
LSO,2023,2.694
,1950,5.932
,1951,5.887
,1952,6.163
,1953,6.044
,1954,6.145
,1955,6.143
,1956,6.025
,1957,6.219
,1958,6.001
,1959,5.705
,1960,5.637
,1961,5.454
,1962,6.135
,1963,6.555
,1964,6.288
,1965,6.234
,1966,6.107
,1967,5.921
,1968,6.089
,1969,5.948
,1970,5.882
,1971,5.672
,1972,5.503
,1973,5.336
,1974,5.114
,1975,4.879
,1976,4.736
,1977,4.561
,1978,4.472
,1979,4.438
,1980,4.39
,1981,4.342
,1982,4.328
,1983,4.14
,1984,4.093
,1985,4.03
,1986,4
,1987,3.949
,1988,3.826
,1989,3.766
,1990,3.711
,1991,3.486
,1992,3.382
,1993,3.308
,1994,3.247
,1995,3.191
,1996,3.133
,1997,3.084
,1998,3.039
,1999,3.004
,2000,2.999
,2001,2.949
,2002,2.907
,2003,2.87
,2004,2.849
,2005,2.825
,2006,2.808
,2007,2.795
,2008,2.79
,2009,2.783
,2010,2.759
,2011,2.743
,2012,2.759
,2013,2.719
,2014,2.705
,2015,2.673
,2016,2.671
,2017,2.64
,2018,2.566
,2019,2.524
,2020,2.441
,2021,2.402
,2022,2.376
,2023,2.361
,1950,5.97
,1951,5.956
,1952,6.002
,1953,6.027
,1954,6.066
,1955,6.07
,1956,6.082
,1957,6.107
,1958,6.116
,1959,6.119
,1960,6.134
,1961,6.12
,1962,6.146
,1963,6.145
,1964,6.124
,1965,6.083
,1966,6.037
,1967,5.992
,1968,5.94
,1969,5.885
,1970,5.835
,1971,5.777
,1972,5.711
,1973,5.635
,1974,5.549
,1975,5.461
,1976,5.391
,1977,5.304
,1978,5.224
,1979,5.16
,1980,5.103
,1981,5.03
,1982,4.954
,1983,4.877
,1984,4.797
,1985,4.697
,1986,4.611
,1987,4.514
,1988,4.423
,1989,4.336
,1990,4.248
,1991,4.166
,1992,4.076
,1993,3.995
,1994,3.92
,1995,3.845
,1996,3.768
,1997,3.701
,1998,3.633
,1999,3.575
,2000,3.527
,2001,3.473
,2002,3.409
,2003,3.354
,2004,3.308
,2005,3.264
,2006,3.228
,2007,3.192
,2008,3.163
,2009,3.138
,2010,3.102
,2011,3.073
,2012,3.043
,2013,3.003
,2014,2.961
,2015,2.938
,2016,2.902
,2017,2.851
,2018,2.816
,2019,2.767
,2020,2.718
,2021,2.689
,2022,2.667
,2023,2.649
,1950,5.867
,1951,5.814
,1952,6.126
,1953,5.989
,1954,6.1
,1955,6.096
,1956,5.959
,1957,6.175
,1958,5.925
,1959,5.585
,1960,5.504
,1961,5.293
,1962,6.063
,1963,6.539
,1964,6.235
,1965,6.173
,1966,6.029
,1967,5.816
,1968,6.007
,1969,5.847
,1970,5.771
,1971,5.533
,1972,5.341
,1973,5.153
,1974,4.902
,1975,4.637
,1976,4.478
,1977,4.283
,1978,4.184
,1979,4.147
,1980,4.096
,1981,4.049
,1982,4.042
,1983,3.839
,1984,3.794
,1985,3.734
,1986,3.712
,1987,3.667
,1988,3.54
,1989,3.481
,1990,3.428
,1991,3.186
,1992,3.078
,1993,3.001
,1994,2.936
,1995,2.88
,1996,2.821
,1997,2.771
,1998,2.726
,1999,2.691
,2000,2.692
,2001,2.642
,2002,2.599
,2003,2.563
,2004,2.544
,2005,2.521
,2006,2.507
,2007,2.497
,2008,2.497
,2009,2.493
,2010,2.471
,2011,2.458
,2012,2.481
,2013,2.436
,2014,2.421
,2015,2.382
,2016,2.379
,2017,2.343
,2018,2.256
,2019,2.207
,2020,2.109
,2021,2.064
,2022,2.034
,2023,2.02
LBR,1950,6.001
LBR,1951,6.043
LBR,1952,6.087
LBR,1953,6.124
LBR,1954,6.161
LBR,1955,6.191
LBR,1956,6.238
LBR,1957,6.28
LBR,1958,6.306
LBR,1959,6.353
LBR,1960,6.391
LBR,1961,6.446
LBR,1962,6.504
LBR,1963,6.556
LBR,1964,6.585
LBR,1965,6.617
LBR,1966,6.628
LBR,1967,6.65
LBR,1968,6.657
LBR,1969,6.644
LBR,1970,6.578
LBR,1971,6.542
LBR,1972,6.599
LBR,1973,6.651
LBR,1974,6.691
LBR,1975,6.744
LBR,1976,6.793
LBR,1977,6.841
LBR,1978,6.884
LBR,1979,6.919
LBR,1980,6.872
LBR,1981,6.834
LBR,1982,6.788
LBR,1983,6.76
LBR,1984,6.728
LBR,1985,6.693
LBR,1986,6.638
LBR,1987,6.572
LBR,1988,6.507
LBR,1989,6.434
LBR,1990,6.37
LBR,1991,6.323
LBR,1992,6.277
LBR,1993,6.246
LBR,1994,6.21
LBR,1995,6.173
LBR,1996,6.129
LBR,1997,6.079
LBR,1998,6.017
LBR,1999,5.953
LBR,2000,5.875
LBR,2001,5.774
LBR,2002,5.653
LBR,2003,5.547
LBR,2004,5.506
LBR,2005,5.519
LBR,2006,5.53
LBR,2007,5.462
LBR,2008,5.328
LBR,2009,5.174
LBR,2010,5.058
LBR,2011,4.97
LBR,2012,4.881
LBR,2013,4.749
LBR,2014,4.622
LBR,2015,4.523
LBR,2016,4.461
LBR,2017,4.396
LBR,2018,4.336
LBR,2019,4.257
LBR,2020,4.174
LBR,2021,4.089
LBR,2022,4.016
LBR,2023,3.95
LBY,1950,7.009
LBY,1951,7.03
LBY,1952,7.052
LBY,1953,7.126
LBY,1954,7.184
LBY,1955,7.241
LBY,1956,7.289
LBY,1957,7.347
LBY,1958,7.404
LBY,1959,7.455
LBY,1960,7.509
LBY,1961,7.556
LBY,1962,7.61
LBY,1963,7.685
LBY,1964,7.752
LBY,1965,7.823
LBY,1966,7.891
LBY,1967,7.932
LBY,1968,7.974
LBY,1969,8.011
LBY,1970,8.048
LBY,1971,8.096
LBY,1972,8.073
LBY,1973,8.047
LBY,1974,8.02
LBY,1975,7.977
LBY,1976,7.932
LBY,1977,7.872
LBY,1978,7.789
LBY,1979,7.68
LBY,1980,7.543
LBY,1981,7.371
LBY,1982,7.162
LBY,1983,6.91
LBY,1984,6.622
LBY,1985,6.328
LBY,1986,6.022
LBY,1987,5.718
LBY,1988,5.41
LBY,1989,5.091
LBY,1990,4.776
LBY,1991,4.461
LBY,1992,4.162
LBY,1993,3.883
LBY,1994,3.649
LBY,1995,3.442
LBY,1996,3.256
LBY,1997,3.132
LBY,1998,3.043
LBY,1999,2.972
LBY,2000,2.906
LBY,2001,2.866
LBY,2002,2.831
LBY,2003,2.797
LBY,2004,2.773
LBY,2005,2.765
LBY,2006,2.699
LBY,2007,2.648
LBY,2008,2.599
LBY,2009,2.556
LBY,2010,2.603
LBY,2011,2.646
LBY,2012,2.68
LBY,2013,2.716
LBY,2014,2.754
LBY,2015,2.711
LBY,2016,2.673
LBY,2017,2.626
LBY,2018,2.581
LBY,2019,2.539
LBY,2020,2.507
LBY,2021,2.462
LBY,2022,2.402
LBY,2023,2.355
LIE,1950,2.712
LIE,1951,2.77
LIE,1952,2.738
LIE,1953,2.716
LIE,1954,2.698
LIE,1955,2.698
LIE,1956,2.725
LIE,1957,2.761
LIE,1958,2.795
LIE,1959,2.786
LIE,1960,2.779
LIE,1961,2.778
LIE,1962,2.798
LIE,1963,2.851
LIE,1964,2.919
LIE,1965,2.963
LIE,1966,2.779
LIE,1967,2.477
LIE,1968,2.217
LIE,1969,2.135
LIE,1970,2.093
LIE,1971,2.033
LIE,1972,1.983
LIE,1973,1.936
LIE,1974,1.904
LIE,1975,1.897
LIE,1976,1.909
LIE,1977,1.92
LIE,1978,1.9
LIE,1979,1.673
LIE,1980,1.696
LIE,1981,1.688
LIE,1982,1.606
LIE,1983,1.529
LIE,1984,1.508
LIE,1985,1.495
LIE,1986,1.479
LIE,1987,1.496
LIE,1988,1.496
LIE,1989,1.501
LIE,1990,1.501
LIE,1991,1.5
LIE,1992,1.477
LIE,1993,1.454
LIE,1994,1.442
LIE,1995,1.435
LIE,1996,1.516
LIE,1997,1.569
LIE,1998,1.586
LIE,1999,1.604
LIE,2000,1.573
LIE,2001,1.524
LIE,2002,1.468
LIE,2003,1.373
LIE,2004,1.439
LIE,2005,1.487
LIE,2006,1.428
LIE,2007,1.421
LIE,2008,1.442
LIE,2009,1.68
LIE,2010,1.435
LIE,2011,1.662
LIE,2012,1.514
LIE,2013,1.462
LIE,2014,1.57
LIE,2015,1.425
LIE,2016,1.59
LIE,2017,1.458
LIE,2018,1.564
LIE,2019,1.483
LIE,2020,1.461
LIE,2021,1.523
LIE,2022,1.529
LIE,2023,1.537
LTU,1950,2.713
LTU,1951,2.704
LTU,1952,2.662
LTU,1953,2.614
LTU,1954,2.575
LTU,1955,2.567
LTU,1956,2.584
LTU,1957,2.628
LTU,1958,2.651
LTU,1959,2.63
LTU,1960,2.622
LTU,1961,2.613
LTU,1962,2.471
LTU,1963,2.35
LTU,1964,2.304
LTU,1965,2.234
LTU,1966,2.265
LTU,1967,2.268
LTU,1968,2.309
LTU,1969,2.328
LTU,1970,2.396
LTU,1971,2.414
LTU,1972,2.346
LTU,1973,2.224
LTU,1974,2.206
LTU,1975,2.175
LTU,1976,2.167
LTU,1977,2.13
LTU,1978,2.081
LTU,1979,2.045
LTU,1980,1.999
LTU,1981,1.989
LTU,1982,1.984
LTU,1983,2.116
LTU,1984,2.09
LTU,1985,2.097
LTU,1986,2.131
LTU,1987,2.11
LTU,1988,2.014
LTU,1989,1.986
LTU,1990,2.031
LTU,1991,2.013
LTU,1992,1.97
LTU,1993,1.741
LTU,1994,1.577
LTU,1995,1.552
LTU,1996,1.495
LTU,1997,1.468
LTU,1998,1.458
LTU,1999,1.456
LTU,2000,1.383
LTU,2001,1.281
LTU,2002,1.231
LTU,2003,1.26
LTU,2004,1.271
LTU,2005,1.291
LTU,2006,1.322
LTU,2007,1.359
LTU,2008,1.444
LTU,2009,1.499
LTU,2010,1.499
LTU,2011,1.548
LTU,2012,1.591
LTU,2013,1.583
LTU,2014,1.628
LTU,2015,1.705
LTU,2016,1.692
LTU,2017,1.633
LTU,2018,1.635
LTU,2019,1.61
LTU,2020,1.487
LTU,2021,1.359
LTU,2022,1.27
LTU,2023,1.201
,1950,6.477
,1951,6.246
,1952,6.262
,1953,6.323
,1954,6.372
,1955,6.395
,1956,6.383
,1957,6.47
,1958,6.479
,1959,6.421
,1960,6.437
,1961,6.414
,1962,6.448
,1963,6.49
,1964,6.502
,1965,6.522
,1966,6.567
,1967,6.631
,1968,6.633
,1969,6.649
,1970,6.671
,1971,6.678
,1972,6.712
,1973,6.664
,1974,6.653
,1975,6.655
,1976,6.644
,1977,6.65
,1978,6.663
,1979,6.678
,1980,6.68
,1981,6.682
,1982,6.665
,1983,6.652
,1984,6.638
,1985,6.625
,1986,6.608
,1987,6.584
,1988,6.552
,1989,6.516
,1990,6.484
,1991,6.448
,1992,6.414
,1993,6.383
,1994,6.348
,1995,6.315
,1996,6.257
,1997,6.212
,1998,6.165
,1999,6.116
,2000,6.065
,2001,6.001
,2002,5.936
,2003,5.874
,2004,5.817
,2005,5.758
,2006,5.701
,2007,5.631
,2008,5.56
,2009,5.494
,2010,5.413
,2011,5.322
,2012,5.24
,2013,5.164
,2014,5.106
,2015,5.053
,2016,4.995
,2017,4.936
,2018,4.878
,2019,4.813
,2020,4.742
,2021,4.67
,2022,4.602
,2023,4.532
,1950,5.801
,1951,5.809
,1952,5.87
,1953,5.891
,1954,5.935
,1955,5.939
,1956,5.954
,1957,5.986
,1958,5.996
,1959,6.008
,1960,6.036
,1961,6.02
,1962,6.061
,1963,6.069
,1964,6.061
,1965,6.028
,1966,5.991
,1967,5.958
,1968,5.923
,1969,5.879
,1970,5.847
,1971,5.811
,1972,5.759
,1973,5.701
,1974,5.64
,1975,5.558
,1976,5.509
,1977,5.429
,1978,5.358
,1979,5.302
,1980,5.263
,1981,5.199
,1982,5.139
,1983,5.086
,1984,5.021
,1985,4.925
,1986,4.851
,1987,4.746
,1988,4.648
,1989,4.555
,1990,4.463
,1991,4.366
,1992,4.256
,1993,4.15
,1994,4.055
,1995,3.958
,1996,3.866
,1997,3.786
,1998,3.708
,1999,3.646
,2000,3.602
,2001,3.55
,2002,3.479
,2003,3.41
,2004,3.347
,2005,3.284
,2006,3.236
,2007,3.186
,2008,3.154
,2009,3.127
,2010,3.078
,2011,3.034
,2012,2.996
,2013,2.954
,2014,2.897
,2015,2.88
,2016,2.849
,2017,2.783
,2018,2.741
,2019,2.683
,2020,2.627
,2021,2.594
,2022,2.571
,2023,2.554
LUX,1950,1.96
LUX,1951,1.989
LUX,1952,2.129
LUX,1953,2.129
LUX,1954,2.181
LUX,1955,2.165
LUX,1956,2.103
LUX,1957,2.156
LUX,1958,2.168
LUX,1959,2.208
LUX,1960,2.28
LUX,1961,2.331
LUX,1962,2.337
LUX,1963,2.32
LUX,1964,2.362
LUX,1965,2.397
LUX,1966,2.345
LUX,1967,2.236
LUX,1968,2.12
LUX,1969,2.02
LUX,1970,1.973
LUX,1971,1.947
LUX,1972,1.747
LUX,1973,1.584
LUX,1974,1.585
LUX,1975,1.561
LUX,1976,1.5
LUX,1977,1.509
LUX,1978,1.49
LUX,1979,1.479
